Wavalength (Ang)	Flux (x10^-17 erg/cm^2/s/Ang)
3589.5329272	3.5723875
3590.3606815	1.2263003
3591.1866317	2.2478856
3592.0147469	3.5921752
3592.8410579	1.8031582
3593.6677297	2.0296396
3594.4962058	3.7438458
3595.3232384	-0.1870768
3596.1524361	4.8144660
3596.9794688	3.1214481
3597.8090273	6.1266217
3598.6367817	2.1416075
3599.4645360	3.2255831
3600.2948162	3.8108425
3601.1229314	5.5940783
3601.9532116	2.5824011
3602.7820485	5.6511672
3603.6126895	4.0162278
3604.4418872	3.1934987
3605.2710849	2.9148524
3606.1024476	1.4602400
3606.9320061	5.8844082
3607.7637296	3.7654042
3608.5936490	4.0157455
3609.4257333	3.0542741
3610.2560135	4.7608280
3611.0866546	5.2815664
3611.9194606	4.3683343
3612.7501016	4.1282712
3613.5832685	3.5069492
3614.4146312	3.0240449
3615.2481589	0.8277395
3616.0798824	2.8488250
3616.9116059	4.1110148
3617.7458553	3.9340898
3618.5779397	2.3077342
3619.4125499	5.3300444
3620.2449951	2.6700481
3621.0799661	3.3296953
3621.9127722	5.5429580
3622.7459390	3.0535894
3623.5816317	3.3094792
3624.4151594	0.6780757
3625.2508521	5.2102727
3626.0847407	2.6031181
3626.9211551	7.0229938
3627.7554044	2.3787685
3628.5900146	6.4338128
3629.4267899	4.9947693
3630.2617609	0.8937373
3631.0988969	2.5856389
3631.9342288	3.4675233
3632.7717257	5.8414414
3633.6074184	6.1312029
3634.4452761	4.3594000
3635.2813297	3.2876714
3636.1177441	2.5393037
3636.9559626	1.8781534
3637.7927378	4.7751173
3638.6316780	1.0634543
3639.4688141	3.1792752
3640.3081151	6.9969077
3641.1452512	4.6722449
3641.9831089	5.6704670
3642.8227708	4.0637473
3643.6609893	0.4627109
3644.5010121	1.5007513
3645.3395915	2.9820485
3646.1799750	2.7844574
3647.0189152	1.8807748
3647.8578555	2.7753308
3648.6989607	5.2272759
3649.5386226	5.7543777
3650.3800886	4.6162023
3651.2197505	2.6402868
3652.0619383	3.9245856
3652.9019610	7.2020843
3653.7423445	4.9477564
3654.5848931	1.0888824
3655.4256375	4.4556975
3656.2685469	7.4117986
3657.1096521	2.2999663
3657.9529224	5.4021871
3658.7943884	2.3716426
3659.6362153	2.6147361
3660.4802072	4.7020789
3661.3220341	3.8741874
3662.1663869	2.1864432
3663.0089354	0.9097358
3663.8536490	3.6917695
3664.6965584	2.7169480
3665.5394678	0.8842627
3666.3849030	3.8479980
3667.2281733	3.8065773
3668.0739693	1.4804264
3668.9176004	3.4837603
3669.7637573	4.4131741
3670.6081101	1.5345619
3671.4524628	1.9854062
3672.2989805	3.1431128
3673.1436941	3.1031109
3673.9909335	3.7593948
3674.8360079	2.8397045
3675.6836082	3.7101417
3676.5290434	4.3562939
3677.3748395	2.5134903
3678.2228006	1.3932588
3679.0689575	3.0546989
3679.9172794	2.2732748
3680.7637972	3.0310312
3681.6128407	1.8435689
3682.4597193	2.5922197
3683.3069587	3.3637109
3684.1563632	2.9613661
3685.0036026	1.8835386
3685.8533678	0.5665200
3686.7013289	2.4836515
3687.5514550	3.8534688
3688.3997769	0.9265288
3689.2484597	-1.2832198
3690.0989466	0.8087981
3690.9479902	3.8661334
3691.7991988	3.1676675
3692.6486032	3.3995238
3693.4998118	5.4077076
3694.3495770	3.1624920
3695.1993423	2.5091525
3696.0516334	1.4996620
3696.9017595	1.3863492
3697.7544114	1.5412661
3698.6048983	-3.9359007
3699.4579111	-0.7268246
3700.3091197	-0.7106902
3701.1621325	0.4649194
3702.0137019	0.3413921
3702.8652713	1.9084835
3703.7193666	1.9756831
3704.5712969	-0.8134915
3705.4253921	0.2962358
3706.2780441	3.0117969
3707.1325002	1.6113300
3707.9855129	1.7389792
3708.8385257	-0.9119966
3709.6937035	0.8107167
3710.5470771	1.3702830
3711.4026157	1.5536149
3712.2567109	-0.7073869
3713.1126104	0.4056630
3713.9667057	-0.7942616
3714.8211618	0.7812738
3715.6777829	-2.7775934
3716.5325998	0.5654882
3717.3895818	-1.0695788
3718.2447595	0.9478290
3719.1021023	-2.4749211
3719.9580018	2.1439793
3720.8135404	-0.6309623
3721.6716048	1.1981247
3722.5278651	-1.5165900
3723.3862904	-1.6231329
3724.2429115	-0.6036845
3725.1016976	-0.3271034
3725.9583187	-0.5970656
3726.8156615	1.1511000
3727.6751693	1.6745249
3728.5325121	2.3203959
3729.3923807	3.9407660
3730.2504451	3.6620729
3731.1106746	7.1085788
3731.9687390	5.2419194
3732.8275251	9.6031339
3733.6881154	5.7505552
3734.5472624	8.0887533
3735.4082135	5.2107375
3736.2677213	2.1619408
3737.1290333	7.4134626
3737.9889019	0.2929401
3738.8487705	-0.8002671
3739.7111650	1.0362950
3740.5713944	-1.2500676
3741.4337889	0.9138971
3742.2947400	-2.5083604
3743.1574953	1.6243171
3744.0188073	0.6165612
3744.8801192	2.1757235
3745.7435962	-1.5643921
3746.6052690	2.2736800
3747.4691068	1.8676512
3748.3311404	-0.3065698
3749.1956999	-0.9885246
3750.0580944	-0.0750391
3750.9208497	2.2024977
3751.7857700	2.4525421
3752.6488861	0.9827980
3753.5141672	-1.0541800
3754.3776442	0.4734686
3755.2436470	1.3758245
3756.1074848	1.0905174
3756.9713226	0.2069502
3757.8376862	0.7099149
3758.7022457	2.3201863
3759.5689702	2.4204568
3760.4338905	0.1367221
3761.3009758	1.3685268
3762.1662570	0.8313179
3763.0318989	1.9375032
3763.8997059	2.0906899
3764.7653479	2.5650886
3765.6335157	3.9740906
3766.4998793	3.3132380
3767.3684080	2.7302225
3768.2351325	0.5470125
3769.1040219	0.6229176
3769.9711073	4.9229398
3770.8385534	3.0405347
3771.7078037	0.7144047
3772.5756107	1.5029059
3773.4455827	1.3152610
3774.3137505	1.4093042
3775.1840833	-0.0798253
3776.0526120	-0.2395426
3776.9211406	0.8635975
3777.7921951	-1.3913018
3778.6610846	-1.4776683
3779.5324999	1.5906879
3780.4021111	0.8310218
3781.2738872	-1.5718173
3782.1434984	-3.3534990
3783.0138312	-0.8333823
3783.8859682	2.0171650
3784.7566619	0.3497946
3785.6291597	-0.7001459
3786.5002142	-0.9574157
3787.3734337	-0.3974065
3788.2444882	1.0116369
3789.1162643	0.5470833
3789.9898447	-0.6853469
3790.8616208	0.7524258
3791.7359228	1.2693505
3792.6080598	1.8757359
3793.4827227	2.5381970
3794.3555813	2.4821121
3795.2284400	1.4190124
3796.1034637	-2.4163662
3796.9766832	-2.0754290
3797.8524285	0.1011813
3798.7260088	-1.7723174
3799.6021150	-0.9268844
3800.4760562	0.8280706
3801.3503582	-1.8229829
3802.2271860	-0.7787364
3803.1018489	-0.7475431
3803.9786767	-0.5140649
3804.8537004	-0.0529770
3805.7312499	-0.2725996
3806.6066344	-1.0944103
3807.4823797	-1.0691009
3808.3602901	-1.7544472
3809.2363963	-2.5999162
3810.1150283	-1.4818470
3810.9914953	-1.5706007
3811.8701273	1.2437766
3812.7473160	1.3620743
3813.6241438	0.8542975
3814.5034975	1.4764726
3815.3810470	1.0414671
3816.2611224	-0.2989536
3817.1390327	1.6276207
3818.0191081	1.7960676
3818.8973792	0.6969045
3819.7760113	-2.4175265
3820.6568083	-2.0195868
3821.5358011	-0.5795181
3822.4169590	-0.2346853
3823.2963127	1.2855366
3824.1781922	-2.3439747
3825.0579067	-0.8785997
3825.9376212	1.7226034
3826.8198616	0.1390610
3827.7002978	-1.9843579
3828.5828990	-1.7323638
3829.4636960	0.2868047
3830.3466580	-0.2691703
3831.2278159	-1.9097426
3832.1093346	-0.7217208
3832.9930183	-0.5545789
3833.8748978	-1.4947389
3834.7589423	-1.5872587
3835.6411827	-2.4301965
3836.5255881	-1.0505851
3837.4081893	-0.4197541
3838.2929555	0.3567771
3839.1759175	0.2072541
3840.0592404	-2.2603132
3840.9447282	-0.8412394
3841.8284119	0.1817602
3842.7142606	-2.5121492
3843.5983052	-2.8164525
3844.4845147	-1.2156864
3845.3689201	-2.2889381
3846.2536863	-0.8879168
3847.1406175	-0.4800528
3848.0257445	-0.8728513
3848.9130366	0.1376350
3849.7985244	0.2685557
3850.6861773	2.9971571
3851.5720260	0.5955644
3852.4578747	-2.1731698
3853.3462493	-0.7981112
3854.2328197	1.8554352
3855.1215550	1.0554889
3856.0084863	-0.8512767
3856.8975825	-1.0002377
3857.7848745	-0.6007514
3858.6725274	1.1369076
3859.5623453	1.9687780
3860.4499982	0.6088165
3861.3401769	-1.9924678
3862.2285514	1.4349864
3863.1190910	4.6606997
3864.0078264	2.4526797
3864.8969226	2.1883751
3865.7881838	2.4646537
3866.6772800	2.6894358
3867.5689021	0.6815075
3868.4587200	4.9626395
3869.3507028	5.4984394
3870.2408816	5.6405528
3871.1314211	3.4820168
3872.0241257	2.8330503
3872.9146652	2.6990716
3873.8077306	3.6157463
3874.6989919	4.9690758
3875.5924181	4.9940272
3876.4840401	2.7522026
3877.3760230	0.8653334
3878.2698101	-0.7953651
3879.1621538	-1.0251270
3880.0566626	0.4597485
3880.9493671	-1.7275962
3881.8442367	-1.2326660
3886.3156979	-1.4713049
3887.2098458	-0.4083292
3888.1061587	4.3955839
3889.0006674	3.6523192
3889.8951761	4.1098004
3890.7922107	-0.2375832
3891.6870803	1.9463783
3892.5848365	1.7607574
3893.4800669	1.7146496
3894.3778232	2.8112286
3895.2737752	1.1202187
3896.1700881	1.7968799
3897.0685661	-1.1776260
3897.9648790	-0.5403029
3898.8637177	-0.1730700
3899.7607523	-1.5609786
3900.6599519	-0.6100082
3901.5573473	-0.4193654
3902.4569077	-2.6743606
3903.3546639	-0.4534782
3904.2527810	2.2922791
3905.1530631	2.6856233
3906.0515410	-1.8222301
3906.9521839	0.3260767
3907.8510227	2.8724938
3908.7520264	2.0778106
3909.6512260	0.2844734
3910.5507864	-0.3127960
3911.4525119	2.0149298
3912.3524331	1.0919136
3913.2545194	1.0309205
3914.1548015	0.6438328
3915.0572486	-0.3741686
3915.9578915	2.1692729
3916.8588952	0.8914600
3917.7620640	-2.1411131
3918.6634286	-1.3683589
3919.5669582	-0.4590891
3920.4686836	2.1392258
3921.3725740	1.2775267
3922.2746603	0.2361225
3923.1771074	-0.6226353
3924.0817195	2.6130440
3924.9845274	2.1363087
3925.8895004	-1.0846284
3926.7926691	0.4410937
3927.6983637	0.7377831
3928.6018933	-1.3259441
3929.5057837	-0.2949624
3930.4118392	-1.3509113
3931.3160904	0.5726715
3932.2225067	-0.5535983
3933.1271188	0.4057054
3934.0338959	-3.8810586
3934.9392297	-2.1212311
3935.8442026	-3.3005689
3936.7520622	-3.3376553
3937.6573960	-0.2111485
3938.5656165	-0.2488644
3939.4716719	-2.1218373
3940.3798923	-4.5742416
3941.2866694	-5.7259582
3942.1930857	-0.5808237
3943.1023887	0.2635354
3944.0095266	0.7315987
3944.9188296	1.6884065
3945.8263283	0.7124293
3946.7363530	-2.7934598
3947.6442126	-1.7768794
3948.5524330	2.4087535
3949.4628185	0.7722694
3950.3713997	0.5574004
3951.2825069	0.6739801
3952.1914490	1.5968893
3953.1029169	2.5328829
3954.0122199	2.7014370
3954.9218837	2.7523764
3955.8337125	1.8431243
3956.7437371	2.1255063
3957.6562875	-0.9833832
3958.5666730	-0.0739944
3959.4795843	2.9933705
3960.3903306	1.1257760
3961.3014377	1.6452908
3962.2150706	-1.0263983
3963.1265386	1.3003779
3964.0401716	1.2735398
3964.9523612	0.3686195
3965.8667158	-0.2217820
3966.7789054	1.9992286
3967.6914559	0.3555440
3968.6065322	3.1469270
3969.5194435	-0.2819473
3970.4348806	2.3257607
3971.3481528	1.0418126
3972.2639507	4.0020224
3973.1775837	-1.7628456
3974.0941033	1.3129722
3975.0080971	0.7435348
3975.9224518	-1.3613618
3976.8393322	-0.8624804
3977.7544085	1.0040558
3978.6716498	1.8664291
3979.5867261	0.9954649
3980.5046891	-0.1639275
3981.4201263	3.4012975
3982.3362851	1.0069791
3983.2546089	0.9541774
3984.1707677	0.3399749
3985.0894523	1.0354641
3986.0063328	2.1453909
3986.9253783	1.2857945
3987.8426196	1.5448517
3988.7602217	-0.1586907
3989.6799889	-0.2620188
3990.5975910	1.0053150
3991.5180798	-1.1668752
3992.4360428	-0.3543331
3993.3568925	4.0257367
3994.2755771	0.2887485
3995.1942617	0.5676278
3996.1158331	1.4241250
3997.0348786	-2.7365927
3997.9568107	1.7985937
3998.8765779	3.2489247
3999.7985100	0.5616964
4000.7186380	2.5180759
4001.6391268	1.4375867
4002.5617806	0.7152685
4003.4826303	0.6396119
4004.4056450	0.1277160
4005.3268554	-4.9063672
4006.2505918	0.1849967
4007.1721631	1.5361671
4008.0940952	1.4940316
4009.0181924	1.2232610
4009.9404854	0.7883433
4010.8653042	3.4251097
4011.7879581	2.6384209
4012.7131377	0.0285367
4013.6361524	-1.1418013
4014.5595279	-0.1421112
4015.4854292	0.9152067
4016.4091655	1.4666040
4017.3350669	0.7258714
4018.2595249	0.6380864
4019.1861479	0.2239205
4020.1106059	0.1467732
4021.0354247	1.5064424
4021.9627694	1.1872811
4022.8879491	-0.4209316
4023.8156546	1.0094238
4024.7411951	0.6189842
4025.6692614	0.0094030
4026.5955236	-0.3433339
4027.5217857	-0.7973828
4028.4505738	0.0542645
4029.3771968	-0.7278178
4030.3063456	0.4143126
4031.2336903	-0.4205057
4032.1632000	2.0909095
4033.0909055	-0.4578374
4034.0186110	1.4404107
4034.9488423	-0.1628020
4035.8769087	5.3979874
4036.8078617	1.8508826
4037.7362889	0.1292333
4038.6676027	0.8802624
4039.5967516	2.0725304
4040.5259004	0.8144493
4041.4575751	-0.7287156
4042.3874456	-0.7809153
4043.3194811	1.6029231
4044.2497125	0.8276636
4045.1821088	0.5953231
4046.1127010	0.6039437
4047.0458191	1.1396379
4047.9767721	0.1413141
4048.9080859	-0.0984020
4049.8419256	1.7355307
4050.7736003	0.4933579
4051.7074400	-1.8517106
4052.6398364	-1.4676003
4053.5740369	2.6819619
4054.5067941	-0.5420568
4055.4395513	-2.7325839
4056.3744735	0.3176370
4057.3079523	-1.2505829
4058.2432354	2.5993477
4059.1770751	0.8192385
4060.1130798	0.0167378
4061.0469195	-0.3274217
4061.9811200	0.7907702
4062.9178464	0.4139662
4063.8527686	1.1536215
4064.7898558	1.4625528
4065.7247780	1.3720021
4066.6622260	2.1009996
4067.5978699	1.4651142
4068.5335137	1.0055839
4069.4720443	-4.1513971
4070.4080490	0.4369452
4071.3465795	1.6140517
4072.2833059	-0.0646574
4073.2221973	0.3610859
4074.1592845	0.1996399
4075.0967325	-0.0424853
4076.0363456	1.5814455
4076.9741544	0.9419698
4077.9141283	-1.6826558
4078.8522980	0.9870044
4079.7929936	-0.7237696
4080.7315241	1.2073340
4081.6700547	1.4885611
4082.6114719	0.7380058
4083.5507241	0.2822149
4084.4921413	-1.3128645
4085.4317544	1.5982927
4086.3738932	1.7879113
4087.3142280	2.4847819
4088.2542018	1.8924475
4089.1970624	-0.5860832
4090.1377580	-0.5690246
4091.0809793	2.7479040
4092.0220357	0.2680375
4092.9656180	1.8443158
4093.9073960	2.0902461
4094.8491741	-1.7311249
4095.7934780	2.0483542
4096.7356168	-0.5296210
4097.6802816	1.9691620
4098.6231421	1.3422446
4099.5681677	-3.6718148
4100.5110283	2.0913060
4101.4546105	-0.1695614
4102.4003577	-1.0617365
4103.3439399	0.3815378
4104.2904088	1.7655695
4105.2343519	0.8146469
4106.1811816	-0.2649359
4107.1258464	3.0593752
4108.0705111	4.7200046
4109.0180625	2.7095580
4109.9630881	0.1253426
4110.9110003	1.3774335
4111.8567475	-0.0011189
4112.8046598	2.4546852
4113.7511287	-0.2758846
4114.6972368	1.7557142
4115.6462315	-0.8681263
4116.5930612	-0.0119251
4117.5420560	0.1224268
4118.4896074	0.0776858
4119.4393238	-0.2936902
4120.3868752	-2.8413169
4121.3369525	-15.3205620
4122.2852255	16.4651507
4123.2334986	14.3443710
4124.1842975	-10.8502519
4125.1329314	-3.3977818
4126.0840912	1.7830523
4127.0334468	3.3620246
4127.9849673	-1.9682467
4128.9346838	0.5353419
4129.8847610	1.3503557
4130.8370033	0.6116076
4131.7874413	0.3956693
4132.7400444	0.8484575
4133.6908433	1.2132156
4134.6441681	1.6746001
4135.5953279	-0.8591116
4136.5464876	-2.6791238
4137.5005340	-1.0970424
4138.4524155	-1.6732972
4139.4064619	-2.0893081
4140.3587041	-0.3885151
4141.3134722	-0.2536955
4142.2664362	0.2536356
4143.2194001	0.6598232
4144.1745290	-0.3161424
4145.1278538	-1.2041997
4146.0837044	-3.0829522
4147.0377508	-0.0168346
4147.9939622	-0.0551688
4148.9483695	0.9229570
4149.9027768	-1.9429271
4150.8597099	0.9083535
4151.8144780	0.3094427
4152.7717719	-0.2934899
4153.7272617	0.6658358
4154.6852773	-0.9386768
4155.6407670	1.2451974
4156.5969785	0.9656495
4157.5553549	0.5676413
4158.5119272	-1.2122086
4159.4706644	0.4006728
4160.4275975	0.7319258
4161.3870565	-1.4036751
4162.3443504	-0.7572714
4163.3020052	1.8543426
4164.2618250	1.8418485
4165.2198406	0.0906290
4166.1803820	0.5557772
4167.1387585	-0.3796431
4168.0996608	-1.5240403
4169.0587589	-0.6577865
4170.0178570	-2.3043370
4170.9794809	-1.2808198
4171.9389399	0.9914038
4172.9009247	2.0114004
4173.8607444	0.5716943
4174.8234509	1.1791435
4175.7836315	-1.3733335
4176.7445338	1.5047679
4177.7076011	0.6089359
4178.6685034	-1.8483946
4179.6322923	-0.1477456
4180.5939163	-1.8754734
4181.5577052	-2.5093204
4182.5196900	0.1142867
4183.4820356	-1.0229061
4184.4465463	-2.3142827
4185.4092527	-0.8283155
4186.3744850	-0.8155461
4187.3375523	0.7115932
4188.3031454	-1.1170675
4189.2665736	-1.6873474
4190.2303625	0.0551709
4191.1966773	2.1972472
4192.1608271	-4.8617647
4193.1275027	-0.5182944
4194.0920134	-2.2941305
4195.0590498	1.4003567
4196.0242821	-0.7246332
4196.9920403	0.3067782
4197.9572726	1.4522862
4198.9232265	-1.6276748
4199.8913455	0.1441284
4200.8576603	-1.6813396
4201.8261401	0.1507660
4202.7928158	2.5488784
4203.7620172	0.3111454
4204.7290537	1.6337088
4205.6964510	-1.9078220
4206.6663742	1.0354811
4207.6341323	-0.1735269
4208.6044163	1.1808967
4209.5725352	-0.4384415
4210.5431801	4.4884687
4211.5116599	-0.2645105
4212.4805005	0.5094586
4213.4518670	-0.1373732
4214.4214293	0.7027621
4215.3931566	-1.3574228
4216.3630798	-2.6278548
4217.3351679	-1.0284648
4218.3054519	0.7196894
4219.2757359	3.8876293
4220.2489065	-0.2814913
4221.2195513	-0.5389607
4222.1930828	-1.7950872
4223.1644493	0.9050628
4224.1383416	-4.3425687
4225.1100690	-1.9469459
4226.0817963	0.6954602
4227.0564103	0.3863194
4228.0288593	-2.8917299
4229.0038341	-1.4972113
4229.9766439	-1.3266792
4230.9519796	-2.6612849
4231.9255111	1.6599196
4232.8990425	-1.1917703
4233.8750999	0.5251770
4234.8489922	-1.8059605
4235.8257712	-1.3550506
4236.8000244	-1.0315435
4237.7771642	-1.8268312
4238.7521390	-2.0802395
4239.7271139	1.7039207
4240.7046145	0.9039347
4241.6803110	-0.7014723
4242.6585334	-0.6490379
4243.6345907	0.0751753
4244.6131739	-1.2065947
4245.5895920	-1.4488996
4246.5663710	-0.0249814
4247.5453150	0.2919888
4248.5224549	-0.6006434
4249.5024814	-0.9521470
4250.4799821	-0.7186415
4251.4600086	-0.0444395
4252.4382309	0.8803878
4253.4164532	-0.5019703
4254.3972014	-0.7381656
4255.3757846	1.3074523
4256.3572544	-3.3294649
4257.3361985	-3.9461451
4258.3180291	2.6701057
4259.2976948	0.4752244
4260.2777213	0.6178270
4261.2599128	1.1941670
4262.2403002	-2.5197656
4263.2232134	-3.1537333
4264.2039616	-0.6163584
4265.1872356	-2.0835360
4266.1683446	-1.9142299
4267.1498144	-0.9054877
4268.1338101	-2.1399065
4269.1156408	-0.7448473
4270.0999973	0.5234202
4271.0825497	-0.3488408
4272.0672671	-2.7947355
4273.0501802	4.6281440
4274.0356193	2.8861922
4275.0188933	-4.7387907
4276.0021673	-0.0992227
4276.9883280	-0.7891402
4277.9723237	1.2445537
4278.9588452	2.0332019
4279.9432018	1.9759484
4280.9300841	3.6349694
4281.9148015	2.9621805
4282.8998797	2.1325108
4283.8874837	-0.0410287
4284.8729227	-0.2133385
4285.8612485	-1.3277039
4286.8470483	3.2604582
4287.8357349	-2.1484336
4288.8218956	0.4114302
4289.8087779	0.3557070
4290.7978253	-1.4943084
4291.7850685	-1.8603189
4292.7744767	0.2681688
4293.7620807	0.5327374
4294.7522106	3.5173814
4295.7401755	5.7955774
4296.7285012	-2.4425287
4297.7193527	1.2055730
4298.7080393	-0.8891819
4299.6992517	-1.5163362
4300.6882990	1.7055074
4301.6802331	-2.9814723
4302.6696413	-4.3827203
4303.6594103	-0.3861960
4304.6520661	-0.2246596
4305.6421959	2.0645359
4306.6352125	-1.4208376
4307.6257032	-4.3223913
4308.6190806	-3.1767354
4309.6102930	2.2550078
4310.6018662	-0.3238070
4311.5959652	3.4832669
4312.5875385	1.8063919
4313.5823592	-0.7698897
4314.5746541	-1.4129176
4315.5694748	6.1560403
4316.5621305	3.3500274
4317.5551471	4.1986816
4318.5510503	8.9496226
4319.5444277	1.3491243
4320.5403309	2.5021044
4321.5344300	1.0993208
4322.5310549	5.4756057
4323.5251539	4.1988213
4324.5199746	3.6723611
4325.5169604	1.7260949
4326.5121419	1.6569943
4327.5098493	-1.1784190
4328.5053917	0.4663024
4329.5034600	1.2541791
4330.4997240	-1.4707357
4331.4956273	2.8271931
4332.4947780	-0.3188878
4333.4914029	-1.2813550
4334.4905536	0.9853842
4335.4879002	4.5858637
4336.4874118	3.6436862
4337.4851192	-2.1065629
4338.4828266	2.0249902
4339.4834207	3.1364591
4340.4818497	3.6846623
4341.4824438	1.8689330
4342.4812337	2.0133419
4343.4825495	5.8931032
4344.4820610	2.0910839
4345.4812118	6.9091569
4346.4832492	8.5448687
4347.4834824	3.7691575
4348.4858807	3.0484745
4349.4861139	4.0402125
4350.4892339	3.4789190
4351.4901888	0.2960981
4352.4933087	-2.7082663
4353.4946244	-1.3624940
4354.4963010	-2.1783123
4355.5005034	-0.8240967
4356.5025409	-0.2905231
4357.5071041	0.8371357
4358.5095024	4.0257758
4359.5144265	-0.1351586
4360.5175464	2.9177802
4361.5206663	6.4571242
4362.5263121	-0.0855735
4363.5297928	3.6162307
4364.5361602	2.8658123
4365.5400018	4.7879183
4366.5467301	3.4858623
4367.5512933	1.6001822
4368.5562174	1.4572655
4369.5633065	1.9299763
4370.5685915	2.2379011
4371.5764022	2.6509481
4372.5820480	2.2896615
4373.5905804	0.9789085
4374.5965870	3.2418395
4375.6029545	2.3254721
4376.6118477	1.3181224
4377.6189368	3.0617186
4378.6281909	1.0263874
4379.6356409	-0.1398830
4380.6456166	0.4087806
4381.6534274	-1.4276597
4382.6612382	-0.3357116
4383.6719356	0.9226374
4384.6804681	1.4275788
4385.6915263	1.4352877
4386.7004196	-0.1455254
4387.7118387	-1.3425845
4388.7214537	-0.2752388
4389.7310686	1.1234180
4390.7432094	-2.1167477
4391.7531852	-0.3545962
4392.7660476	0.0061937
4393.7767451	2.1762744
4394.7899683	2.6363448
4395.8006658	0.5063584
4396.8120849	0.7369000
4397.8260299	1.4190353
4398.8378098	0.2864878
4399.8521156	-0.5863247
4400.8642564	-1.8902493
4401.8789230	-2.2844707
4402.8917854	0.4721908
4403.9046479	0.8957481
4404.9200362	0.9143679
4405.9336203	-1.2665709
4406.9493694	0.3843664
4407.9633144	-0.6081790
4408.9797852	1.4377701
4409.9940910	-0.0187526
4411.0083968	-4.1816169
4412.0255892	-1.7834055
4413.0406167	0.1868549
4414.0581700	0.8606841
4415.0739191	-0.8065550
4416.0918332	-1.9904435
4417.1079432	-0.9322629
4418.1240532	-2.1632449
4419.1426890	3.2715877
4420.1595206	2.0115441
4421.1785172	-0.7226631
4422.1957097	0.8342561
4423.2154280	-2.0093382
4424.2329813	2.2031917
4425.2508954	2.5052669
4426.2713354	1.6102297
4427.2896104	-0.7437483
4428.3104112	-0.3086208
4429.3290470	0.8682723
4430.3505695	1.2747129
4431.3699270	1.2567960
4432.3918103	-0.0305853
4433.4111677	-0.0262336
4434.4312469	0.5233489
4435.4538519	-1.8988392
4436.4742918	-3.1456745
4437.4972577	-2.3996161
4438.5180585	1.7699769
4439.5413851	3.2340691
4440.5629076	-0.3206944
4441.5844301	-1.8543270
4442.6084784	-1.9968496
4443.6307225	-1.3041285
4444.6554925	-0.1915342
4445.6777367	-1.6536206
4446.7028675	-2.1012381
4447.7258333	-1.1953715
4448.7491600	-2.4394684
4449.7750125	-0.3607416
4450.7987000	1.5446111
4451.8249133	-0.7518211
4452.8493224	-0.3479920
4453.8758966	1.8157340
4454.9006666	0.3414584
4455.9254366	-1.8226182
4456.9530932	-1.6714585
4457.9782241	-0.2897940
4459.0062416	-0.1913428
4460.0320941	-0.6619176
4461.0604724	-2.1462206
4462.0866857	-1.5685538
4463.1132599	-0.0478289
4464.1423599	-1.4933762
4465.1692949	-1.5175690
4466.1991166	-0.3269999
4467.2264124	-1.6075438
4468.2565949	-0.1006532
4469.2846124	-1.4568029
4470.3126299	-1.2781064
4471.3435341	1.1453129
4472.3722732	-0.8403615
4473.4035383	-0.5967205
4474.4326383	0.6561921
4475.4642641	-0.0558555
4476.4940858	-0.9753839
4477.5239075	-1.0868844
4478.5562550	-0.3425873
4479.5864375	0.3027942
4480.6195067	-0.5072590
4481.6504108	-0.0968777
4482.6838408	-0.7399919
4483.7151059	-1.3867052
4484.7463709	0.0621924
4485.7805226	-2.4037992
4486.8125092	-0.4406171
4487.8473826	0.3760308
4488.8797301	-0.8506247
4489.9149643	-0.8485654
4490.9476726	-1.0331825
4491.9807418	-0.0907842
4493.0166977	-0.6306135
4494.0504885	-1.8468049
4495.0868052	-2.2084364
4496.1205961	-1.4796933
4497.1576344	0.2369299
4498.1921470	-1.5244878
4499.2270203	-0.2763838
4500.2644195	-0.3314636
4501.2996537	-0.1664542
4502.3377746	-1.0012974
4503.3733696	-1.3722863
4504.4118513	-0.9301411
4505.4481680	-1.1650210
4506.4870105	-1.7866106
4507.5236881	0.2196650
4508.5607264	1.1806833
4509.6002906	0.5428861
4510.6376898	-0.2181193
4511.6779757	-0.2979775
4512.7157357	0.8939163
4513.7563824	0.8971543
4514.7948641	-0.7005108
4515.8333458	1.0996103
4516.8747142	2.0956564
4517.9139176	0.4230983
4518.9556468	-0.2918099
4519.9952110	0.3872763
4521.0376619	2.5898209
4522.0775869	1.5444748
4523.1178728	-1.8981977
4524.1610453	1.2130357
4525.2016921	-0.2948449
4526.2452254	-1.2172150
4527.2865938	1.6035973
4528.3304880	2.7135808
4529.3722172	1.6268184
4530.4143073	0.0325640
4531.4589232	-1.3608630
4532.5013741	-0.6990881
4533.5467116	-0.2577265
4534.5895233	0.6513930
4535.6352217	0.7415664
4536.6787551	0.2389681
4537.7222885	-0.4045484
4538.7687085	-1.3171122
4539.8129636	-1.5399357
4540.8597445	0.4500874
4541.9043604	0.3589404
4542.9515021	-0.7326030
4543.9968397	-0.3229646
4545.0421772	0.9214198
4546.0900406	-0.3774935
4547.1360998	-1.1513754
4548.1846849	1.9655101
4549.2307441	-0.8474824
4550.2800509	-3.6538267
4551.3268318	0.4192395
4552.3736127	0.4167934
4553.4236411	0.2525478
4554.4711436	0.2626917
4555.5211720	0.0555702
4556.5693963	-0.9333607
4557.6197855	-1.0616256
4558.6683706	0.1459115
4559.7173165	-0.4518645
4560.7687882	-0.0410268
4561.8177341	-1.6444242
4562.8699275	-0.3463092
4563.9195951	0.7765616
4564.9717885	-0.8776414
4566.0221778	0.8291859
