Wavalength (Ang)	Flux (x10^-17 erg/cm^2/s/Ang)
5814.8433314	2.6460126
5816.1809449	1.9830661
5817.5221668	1.8532388
5818.8605020	0.4068004
5820.2024455	2.3398071
5821.5415023	2.5723424
5822.8838067	-0.0747013
5824.2232243	0.1968075
5825.5630029	1.6325917
5826.9063897	4.8817187
5828.2468899	1.4283591
5829.5909984	1.4149088
5830.9322203	0.0741353
5832.2766896	1.3949828
5833.6182723	2.5324280
5834.9605767	-0.9683780
5836.3057677	2.2454505
5837.6484329	3.0844944
5838.9947064	3.2389334
5840.3380933	2.7770819
5841.6847276	0.5179466
5843.0284753	2.7610635
5844.3729447	1.4584975
5845.7206616	4.6538885
5847.0651309	-3.6061164
5848.4135695	-4.7790624
5849.7591213	5.7724870
5851.1079207	5.1996145
5852.4538334	-0.0951091
5853.8004678	-2.9224190
5855.1503496	1.0711440
5856.4973448	1.7693127
5857.8475875	3.5442546
5859.1953044	1.7997070
5860.5462688	0.5615343
5861.8947073	-0.5277399
5863.2431459	6.3668754
5864.5951928	2.0472537
5865.9443530	2.0294649
5867.2971215	1.2941646
5868.6466426	2.5508655
5870.0001328	1.8865827
5871.3503755	4.1120183
5872.7009790	1.5758752
5874.0555518	1.0560901
5875.4068770	1.3048815
5876.7614497	5.2311647
5878.1134966	1.8913059
5879.4691518	2.1003760
5880.8215595	2.4591266
5882.1743281	1.7190998
5883.5307050	2.1924800
5884.8841952	3.3536898
5886.2412938	-2.7352598
5887.5955057	2.2596413
5888.9533259	5.4805821
5890.3078986	0.5439754
5891.6628322	1.5030297
5893.0217349	0.4009469
5894.3773902	2.8996781
5895.7366537	-1.1182849
5897.0926698	-0.7233764
5898.4526550	-2.6653505
5899.8097536	2.0357918
5901.1668522	2.7747536
5902.5275591	0.9290430
5903.8853793	0.5216664
5905.2468079	1.0035352
5906.6053498	-2.4776307
5907.9675001	-3.3029977
5909.3264028	10.4077276
5910.6892747	0.8050214
5912.0488991	0.6663403
5913.4088844	2.6568101
5914.7728388	3.7399585
5916.1331849	1.8570794
5917.4975001	2.6052647
5918.8589287	0.8713144
5920.2239656	1.5446610
5921.5857551	1.3650216
5922.9479053	0.9366481
5924.3136639	0.5853368
5925.6765358	0.9505025
5927.0430161	1.5262057
5928.4066097	4.8176791
5929.7738116	2.7775870
5931.1377660	-7.3627430
5932.5024421	0.3020715
5933.8703657	3.0874099
5935.2354027	1.2073245
5936.6040479	2.4537488
5937.9698065	1.8596799
5939.3391735	2.0596960
5940.7052929	0.5622730
5942.0721340	1.1060932
5943.4422226	1.7844129
5944.8094245	0.4445083
5946.1802348	0.6326715
5947.5481584	2.5752709
5948.9196904	2.3153443
5950.2883356	2.4425696
5951.6573417	2.7656427
5953.0295954	1.3115022
5954.3989623	-0.3788401
5955.7722984	4.2930882
5957.1423870	0.9987106
5958.5160840	0.4324692
5959.8868943	3.4415124
5961.2577045	1.6603887
5962.6324840	-0.2920044
5964.0040159	0.7029203
5965.3795171	1.6888887
5966.7517707	3.1558212
5968.1276326	0.9853355
5969.5006079	1.9745975
5970.8739441	2.1164064
5972.2508885	1.6794702
5973.6245855	1.5873674
5975.0022516	2.1684487
5976.3766702	0.5972735
5977.7550580	-0.0162066
5979.1301983	1.4148488
5980.5056995	2.4128066
5981.8848089	1.6200101
5983.2606709	2.7922954
5984.6405020	1.2567037
5986.0174465	0.0425476
5987.3976385	-0.4434289
5988.7749438	0.1185990
5990.1526099	1.7611765
5991.5342452	2.6300532
5992.9122722	1.6469605
5994.2942683	1.8647787
5995.6733778	-2.1151166
5997.0560956	-0.8299775
5998.4355659	2.0777527
5999.8153971	3.0933198
6001.1991974	1.5340460
6002.5797502	2.4528842
6003.9639114	1.2890054
6005.3448250	3.3114635
6006.7297078	0.8171330
6008.1117040	0.5391724
6009.4969476	0.4963541
6010.8796654	1.0908784
6012.2623833	1.4539721
6013.6487094	1.8176758
6015.0321489	0.7793335
6016.4191967	1.2231871
6017.8033579	1.4861868
6019.1911274	1.8983020
6020.5756494	0.9519533
6021.9608930	1.9539576
6023.3493842	1.5253504
6024.7349887	-0.2602025
6026.1242015	-0.1361757
6027.5105277	0.3994773
6028.9004622	0.4244522
6030.2875100	0.5983429
6031.6749187	1.3749459
6033.0655749	-0.4274831
6034.4537052	-0.0177410
6035.8450831	1.0021747
6037.2335742	1.8312270
6038.6256738	1.3697890
6040.0148866	0.5494577
6041.4044603	0.5695737
6042.7976423	3.9590703
6044.1879376	2.0724336
6045.5814805	0.0506369
6046.9724975	1.0595216
6048.3667620	0.2264386
6049.7581398	1.6845598
6051.1498785	2.8863940
6052.5452256	-0.0809831
6053.9376859	0.3497944
6055.3333938	2.5615305
6056.7269366	1.7994293
6058.1233661	2.7535365
6059.5169090	2.1641490
6060.9111735	2.4863602
6062.3083247	2.4903911
6063.7033109	0.6247324
6065.1019054	1.6503727
6066.4968916	1.0442228
6067.8954862	2.0523528
6069.2919157	1.6701215
6070.6876235	2.3939009
6072.0876614	1.4508230
6073.4848126	1.6908848
6074.8848505	1.4511502
6076.2827234	0.7260204
6077.6842046	1.9091398
6079.0820774	0.8272093
6080.4806720	2.2651376
6081.8828749	3.7138839
6083.2814694	0.1892508
6084.6843939	2.5319706
6086.0844318	1.6343504
6087.4880780	2.7660503
6088.8881159	1.2479978
6090.2888754	0.3412063
6091.6932433	4.0619257
6093.0947245	4.3065242
6094.4998141	2.4891349
6095.9020170	2.5049663
6097.3078282	4.1921601
6098.7100311	1.9394692
6100.1129556	2.1374706
6101.5202102	3.3325502
6102.9238564	0.2166967
6104.3311110	1.0762681
6105.7354789	1.9998743
6107.1434551	0.3260734
6108.5478230	3.3124357
6109.9536342	-0.1840395
6111.3623321	0.3572737
6112.7681433	3.1727360
6114.1775629	-1.3892351
6115.5840958	2.4973704
6116.9942370	1.7131909
6118.4014916	-0.7316380
6119.8123545	3.6360985
6121.2203307	-2.0846194
6122.6290286	-1.0173735
6124.0406132	-6.7546102
6125.4493111	-0.1629069
6126.8616174	8.0950174
6128.2717586	-0.1857368
6129.6847865	0.0533742
6131.0949278	1.7750431
6132.5050690	-4.0504551
6133.9195403	-2.9154996
6135.3304032	-3.6000928
6136.7448744	-1.6899802
6138.1571807	-1.0878800
6139.5723736	0.7276871
6140.9846798	-2.3202916
6142.3977077	0.8380666
6143.8136223	2.4424990
6145.2273719	1.1457105
6146.6447299	-2.5077857
6148.0584794	1.0206104
6149.4758374	0.4212753
6150.8910303	-0.2471315
6152.3055015	-0.0648464
6153.7243028	-3.5813285
6155.1402174	1.1852481
6156.5597403	-0.0788412
6157.9756549	-0.6186952
6159.3958995	0.4331476
6160.8125358	1.1910352
6162.2298937	0.3338986
6163.6508600	-0.8646386
6165.0689396	-4.8278866
6166.4906275	-14.2169359
6167.9094288	-1.8463285
6169.3318384	5.6040575
6170.7506397	-10.6361751
6172.1701626	-0.5002195
6173.5940156	1.5216166
6175.0142602	-0.8031070
6176.4381131	-1.3030378
6177.8590794	-0.2569438
6179.2836540	-1.1759282
6180.7046203	-0.7771144
6182.1270299	1.7402143
6183.5523262	1.0975054
6184.9747358	-1.6898732
6186.4007538	-0.6571076
6187.8246067	-1.5702090
6189.2513463	-0.3408179
6190.6751993	1.9647882
6192.0990522	3.1027529
6193.5272352	-3.1731589
6194.9518098	-0.6275236
6196.3807145	-0.1796293
6197.8060108	1.8017849
6199.2349154	0.4636935
6200.6609333	0.8917855
6202.0876730	1.4610167
6203.5180209	-1.3850343
6204.9447606	2.3354051
6206.3758302	-3.4682653
6207.8032915	-2.7965219
6209.2350828	0.1231031
6210.6632658	-3.7118940
6212.0921704	1.5050816
6213.5246834	1.1767724
6214.9543097	-0.3560191
6216.3875443	-3.2330365
6217.8171706	-2.5162928
6219.2511270	-0.3464297
6220.6821966	1.6730289
6222.1132662	-2.9737192
6223.5479442	0.5563107
6224.9797355	-2.3728877
6226.4151352	1.8863971
6227.8476482	-4.0465663
6229.2837695	2.7481904
6230.7162825	-11.5970858
6232.1531255	0.5466956
6233.5870818	-5.6713051
6235.0210381	2.4252980
6236.4586028	-1.9005826
6237.8932807	0.0593660
6239.3322887	0.4589926
6240.7669667	1.9647893
6242.2066964	-0.9171845
6243.6420961	0.1900581
6245.0789390	-0.9001106
6246.5186687	-0.4913244
6247.9562334	0.4019972
6249.3966847	1.3251712
6250.8342494	-0.7941235
6252.2754224	1.0586422
6253.7137087	-0.4129365
6255.1527167	-3.1354945
6256.5953331	-6.0160656
6258.0343411	-8.3816905
6259.4776791	-7.0016055
6260.9174087	1.8197386
6262.3614684	-0.8495083
6263.8019198	1.7459124
6265.2430928	0.3622658
6266.6878741	0.9733449
6268.1290471	0.0306598
6269.5745501	-0.7817856
6271.0171665	1.0095433
6272.4633912	2.6277964
6273.9060075	0.3853184
6275.3493455	1.3207893
6276.7962919	1.0928916
6278.2403516	3.5891456
6279.6880196	2.9667820
6281.1328010	3.0724592
6282.5811906	3.5405867
6284.0266937	-0.5829693
6285.4721967	4.6978995
6286.9213081	2.6173846
6288.3682544	-1.8371659
6289.8180875	0.7025873
6291.2650338	2.1715952
6292.7155885	3.4178828
6294.1632565	0.6925424
6295.6116462	3.5127846
6297.0629226	4.7639367
6298.5120340	-0.2985075
6299.9640320	2.3649810
6301.4131434	4.0494813
6302.8665848	1.2977005
6304.3164178	2.5730572
6305.7669725	1.2688215
6307.2211355	4.1848062
6308.6716903	2.5352189
6310.1265750	1.8142161
6311.5785730	-0.2945500
6313.0334577	3.3521855
6314.4861774	3.0228385
6315.9388972	1.5728517
6317.3952252	2.6678577
6318.8486666	3.1564678
6320.3057163	3.4569430
6321.7591577	0.3044762
6323.2169291	3.3918212
6324.6718138	3.2809465
6326.1266985	5.8056407
6327.5859133	1.1988660
6329.0415196	1.3770197
6330.5007344	2.7284506
6331.9570624	3.1445902
6333.4169988	4.2893030
6334.8740486	3.4647224
6336.3318199	5.4114833
6337.7924780	5.1262613
6339.2509711	2.7751904
6340.7123508	4.4216358
6342.1708439	4.7365047
6343.6336670	4.5577340
6345.0928817	7.2327332
6346.5564264	4.1306934
6348.0163628	6.0751880
6349.4762992	3.6394087
6350.9405656	6.4898090
6352.4019454	2.9389990
6353.8669335	7.4358906
6355.3283132	5.1236011
6356.7940230	4.6169864
6358.2561244	3.7872932
6359.7189474	5.1837566
6361.1853789	4.2848417
6362.6489236	3.1994109
6364.1160767	4.6617849
6365.5803431	4.3492164
6367.0482179	5.2192772
6368.5124843	6.2862311
6369.9774724	6.6136013
6371.4467905	4.1506545
6372.9125002	4.6790051
6374.3818183	6.7383014
6375.8482498	9.4091477
6377.3190112	7.1427386
6378.7854426	6.3671858
6380.2533174	0.9795496
6381.7248005	9.3193386
6383.1926752	4.5189202
6384.6648800	1.6608633
6386.1334764	8.2077516
6387.6056812	6.5033925
6389.0757210	4.2332536
6390.5450391	9.6740302
6392.0186872	6.9369983
6393.4894486	10.1946634
6394.9638184	6.5105157
6396.4345798	5.0157096
6397.9096713	10.8224271
6399.3818761	6.3082394
6400.8540808	11.2728795
6402.3298940	3.6085392
6403.8028204	8.0637512
6405.2793552	4.9750501
6406.7530033	7.4648933
6408.2302598	10.5847168
6409.7046295	9.4268662
6411.1789993	7.9331801
6412.6576991	12.8303013
6414.1327906	11.8638829
6415.6114904	10.8993947
6417.0873035	10.7785887
6418.5674466	12.9848196
6420.0439814	14.0647566
6421.5212379	13.7105008
6423.0013810	13.6704707
6424.4793591	12.5924973
6425.9609456	11.6804315
6427.4389237	14.3049346
6428.9212318	17.8416822
6430.3999316	15.5248608
6431.8793531	18.5595954
6433.3623829	16.7521353
6434.8425260	14.8905120
6436.3262775	14.9591765
6437.8071423	15.2925297
6439.2916155	19.6512619
6440.7732019	19.9667721
6442.2547884	21.6272756
6443.7407049	21.1309627
6445.2230130	19.8194860
6446.7089295	22.5518019
6448.1919593	23.3870690
6449.6793192	21.8822271
6451.1623490	22.4539754
6452.6468221	27.5234742
6454.1349036	25.6264767
6455.6193768	25.5376351
6457.1081799	28.8018577
6458.5933747	31.9407184
6460.0828996	30.1032021
6461.5688160	27.3448358
6463.0590625	28.3667851
6464.5457007	31.0362411
6466.0330605	29.4431203
6467.5240287	32.9516765
6469.0121102	31.3583453
6470.5038000	33.0092057
6471.9926032	34.9320328
6473.4850147	37.9783293
6474.9738178	26.8985620
6476.4633427	38.2754677
6477.9571975	31.8832286
6479.4474440	34.3303004
6480.9412989	34.7322797
6482.4322670	33.7446795
6483.9268435	40.9686992
6485.4185334	40.7804517
6486.9109449	39.3093138
6488.4062431	37.9457963
6489.8993762	46.2742184
6491.3953961	47.0180597
6492.8892509	44.5129626
6494.3859925	45.4054598
6495.8805690	47.4744189
6497.3744238	44.8144527
6498.8733303	47.8266793
6500.3679069	48.6972778
6501.8668134	50.0614481
6503.3628332	45.8133238
6504.8624614	51.6029590
6506.3592030	51.9088838
6507.8559445	55.0042485
6509.3562943	54.6580281
6510.8537575	53.6901261
6512.3555507	56.7317272
6513.8530139	55.9243225
6515.3555288	51.2678098
6516.8544353	56.8106673
6518.3533418	57.0849535
6519.8565784	56.1728328
6521.3562066	58.5913930
6522.8601648	64.2184834
6524.3605147	57.9837960
6525.8651945	48.1395812
6527.3669877	57.6149186
6528.8680593	57.4431819
6530.3734608	57.1445652
6531.8759757	55.8041373
6533.3820989	64.4050578
6534.8853355	61.8373327
6536.3921803	63.2665311
6537.8961386	64.4620926
6539.4000968	62.0451120
6540.9076633	61.0339161
6542.4123432	64.0154116
6543.9213531	61.3844723
6545.4267546	59.7481277
6546.9364862	61.3874094
6548.4418877	63.9223158
6549.9487326	64.3365044
6551.4591859	66.3708880
6552.9660308	57.8443230
6554.4772057	62.6627748
6555.9854939	64.5953179
6557.4966688	61.9833670
6559.0056787	62.8136196
6560.5146886	65.0577637
6562.0273068	67.6023758
6563.5370384	72.0336032
6565.0503783	67.2816144
6566.5608315	56.8581636
6568.0748931	77.3524532
6569.5860680	63.8840166
6571.0972429	62.3892299
6572.6127478	97.8866293
6574.1246444	75.6807336
6575.6401493	75.0338855
6577.1534892	66.3419133
6578.6697158	65.2243251
6580.1830557	54.0651083
6581.7007256	61.0548949
6583.2147872	59.1965707
6584.7295704	63.3974613
6586.2479620	63.7812711
6587.7627453	62.3427172
6589.2818585	58.9714801
6590.7980851	54.5874226
6592.3179200	54.3185793
6593.8341466	45.7208218
6595.3510949	54.2026315
6596.8716515	60.9270467
6598.3893214	54.3379234
6599.9113213	51.7034895
6601.4297129	49.7391112
6602.9517128	43.8839896
6604.4708261	49.9361062
6605.9899394	49.2728569
6607.5133826	40.4007446
6609.0332176	40.9953171
6610.5573825	40.0439843
6612.0779391	44.4209519
6613.6028257	44.4024782
6615.1241040	39.4415361
6616.6461039	44.3268640
6618.1717122	41.4618311
6619.6944338	43.3001879
6621.2207637	29.9920993
6622.7442070	37.6027979
6624.2712586	38.6304200
6625.7954236	42.0362588
6627.3195885	34.3448502
6628.8480835	33.6136453
6630.3729701	34.1020216
6631.9014650	38.0585952
6633.4270733	36.6986934
6634.9570116	35.9472502
6636.4833416	30.5505741
6638.0103932	32.4671715
6639.5410532	34.0716355
6641.0681048	29.3174299
6642.5994864	26.5088786
6644.1279814	25.7325839
6645.6600847	29.6334429
6647.1885796	30.8283683
6648.7177962	27.5813823
6650.2513429	30.8694180
6651.7812812	17.9693644
6653.3148278	14.6317946
6654.8454878	21.0883532
6656.3797561	25.9255048
6657.9111377	21.4124551
6659.4432410	21.6647204
6660.9782310	19.1947249
6662.5110560	19.4703095
6664.0474893	22.8026171
6665.5803143	23.0314848
6667.1174692	20.3913522
6668.6510159	18.2679621
6670.1852842	26.6381795
6671.7231608	20.4714146
6673.2581508	22.3881059
6674.7967491	19.1641808
6676.3324608	19.7063995
6677.8725024	13.4512081
6679.4082141	19.9822569
6680.9446474	18.6151956
6682.4854107	17.4661724
6684.0225657	14.2694859
6685.5640507	21.6232214
6687.1019274	14.5481765
6688.6441340	15.6412629
6690.1827324	14.0354406
6691.7220524	13.4910693
6693.2649807	14.8607070
6694.8050224	17.1593357
6696.3486724	14.3415386
6697.8894357	16.5201704
6699.4338074	16.3504048
6700.9745707	14.4214707
6702.5203857	15.1067457
6704.0618707	16.9902088
6705.6040774	11.1994720
6707.1506141	12.3433789
6708.6935424	13.7689058
6710.2408007	14.4610264
6711.7844507	19.4444456
6713.3317091	14.7383581
6714.8760808	7.7434860
6716.4211741	13.3872220
6717.9698758	14.6230642
6719.5156908	13.5438462
6721.0651142	14.4572219
6722.6109292	10.8998835
6724.1610742	10.6898615
6725.7083326	12.8983157
6727.2555909	11.3383854
6728.8064576	6.4750889
6730.3544376	10.7703154
6731.9067477	10.6348806
6733.4554494	7.1742125
6735.0077594	8.8889694
6736.5571827	10.2028821
6738.1073278	10.4091964
6739.6610811	6.6354218
6741.2112262	8.4620419
6742.7657012	8.9547076
6744.3172896	9.3654695
6745.8724863	6.5958381
6747.4240746	3.8814653
6748.9763847	8.9729058
6750.5330247	3.0342638
6752.0853348	5.7284309
6753.6426965	3.3325529
6755.1964499	6.2100734
6756.7538116	5.6051143
6758.3082866	3.9778222
6759.8634833	6.1595729
6761.4222884	4.0164325
6762.9774851	7.3158541
6764.5370118	7.4253228
6766.0929302	5.5571749
6767.6531786	4.4687008
6769.2105403	3.6020973
6770.7679020	5.2230946
6772.3288721	6.0327965
6773.8869555	1.6522660
6775.4486472	4.7659052
6777.0074522	2.7638007
6778.5705873	4.5056395
6780.1293924	2.8288140
6781.6896408	2.7180843
6783.2534975	2.2885905
6784.8137459	6.4672160
6786.3783243	6.8043552
6787.9392944	2.2447724
6789.5045944	6.7058581
6791.0670078	4.4228168
6792.6286996	2.0880091
6794.1954430	7.7580435
6795.7585780	2.8368492
6797.3253215	3.1549081
6798.8891782	3.4278166
6800.4573649	4.1717396
6802.0212217	4.4753630
6803.5865218	-0.4192549
6805.1554302	2.1560140
6806.7207303	3.2406874
6808.2903603	1.9665152
6809.8563821	2.1985351
